fig_num,name,num_parts,img_url,cluster
fig-003893,"Astromech Droid, R5-D8 / R5-D4",4,https://cdn.rebrickable.com/media/sets/fig-003893.jpg,4
fig-003894,Jek Porkins,4,https://cdn.rebrickable.com/media/sets/fig-003894.jpg,4
fig-003895,"Astromech Droid, R5-J2, Imperial",4,https://cdn.rebrickable.com/media/sets/fig-003895.jpg,4
fig-003896,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Uniform, Cavalry Cap, Black Hands",4,https://cdn.rebrickable.com/media/sets/fig-003896.jpg,9
fig-003897,"Death Star Trooper, Printed Visor",4,https://cdn.rebrickable.com/media/sets/fig-003897.jpg,4
fig-003898,"Barriss Offee, Dark Blue Hood and Cape",5,https://cdn.rebrickable.com/media/sets/fig-003898.jpg,6
fig-003900,"Geonosian, Dark Tan, Wings",4,https://cdn.rebrickable.com/media/sets/fig-003900.jpg,4
fig-003901,"Geonosian Zombie, Dark Bluish Gray, Wings",4,https://cdn.rebrickable.com/media/sets/fig-003901.jpg,4
fig-003902,"Sandtrooper Sergeant, White Pauldron, Neck Bracket, Printed Black Head",6,https://cdn.rebrickable.com/media/sets/fig-003902.jpg,4
fig-003903,"Sandtrooper Squad Leader / Captain, Orange Pauldron, Neck Bracket, Printed Black Head",6,https://cdn.rebrickable.com/media/sets/fig-003903.jpg,9
fig-003904,ASP Droid,6,https://cdn.rebrickable.com/media/sets/fig-003904.jpg,4
fig-003905,"Jawa, Cape",5,https://cdn.rebrickable.com/media/sets/fig-003905.jpg,4
fig-003906,"Astromech Droid, R5-D4, Plain Dome",5,https://cdn.rebrickable.com/media/sets/fig-003906.jpg,4
fig-003907,Owen Lars,4,https://cdn.rebrickable.com/media/sets/fig-003907.jpg,4
fig-003908,"Boba Fett, Helmet and Jetpack, Light Gray Armor, Printed Legs",4,https://cdn.rebrickable.com/media/sets/fig-003908.jpg,4
fig-003909,"Chloe - White Top, Light Aqua Skirt",4,https://cdn.rebrickable.com/media/sets/fig-003909.jpg,2
fig-003910,"Lando Calrissian, Yellow and Blue Cape (3626b Head)",5,https://cdn.rebrickable.com/media/sets/fig-003910.jpg,4
fig-003911,"Luke Skywalker, Cloud City Outfit, Yellow Skin, Tan Shirt",4,https://cdn.rebrickable.com/media/sets/fig-003911.jpg,4
fig-003912,"Princess Leia, Cloud City Outfit, Yellow Skin, Dark Orange Shirt",4,https://cdn.rebrickable.com/media/sets/fig-003912.jpg,4
fig-003913,"Kit Fisto, Cape",4,https://cdn.rebrickable.com/media/sets/fig-003913.jpg,4
fig-003914,"Andrea - Dark Blue Christmas Sweater, Red Skirt",4,https://cdn.rebrickable.com/media/sets/fig-003914.jpg,2
fig-003915,"Liza - Magenta Top, White Robe",4,https://cdn.rebrickable.com/media/sets/fig-003915.jpg,4
fig-003916,"Mace Windu, Dark Tan Plain Legs, Cape",4,https://cdn.rebrickable.com/media/sets/fig-003916.jpg,4
fig-003918,"Naomi - Red Jacket, Dark Red Skirt",4,https://cdn.rebrickable.com/media/sets/fig-003918.jpg,0
fig-003919,"Saesee Tiin, Cape",5,https://cdn.rebrickable.com/media/sets/fig-003919.jpg,4
fig-003920,"Emma - Green Jacket, Tan Trousers",4,https://cdn.rebrickable.com/media/sets/fig-003920.jpg,4
fig-003921,"Anakin Skywalker, Black Robe, Angry Face with Shadowed Eyes and Cape",5,https://cdn.rebrickable.com/media/sets/fig-003921.jpg,4
fig-003922,Agen Kolar with Cape,5,https://cdn.rebrickable.com/media/sets/fig-003922.jpg,4
fig-003923,"Chancellor Palpatine, Dark Red Outfit (Episode 3)",4,https://cdn.rebrickable.com/media/sets/fig-003923.jpg,4
fig-003925,Christina,4,https://cdn.rebrickable.com/media/sets/fig-003925.jpg,4
fig-003926,Pre Vizsla,6,https://cdn.rebrickable.com/media/sets/fig-003926.jpg,4
fig-003928,"Olivia - Light Aqua Christmas Sweater, Dark Blue Skirt",4,https://cdn.rebrickable.com/media/sets/fig-003928.jpg,2
fig-003929,Jabba The Hutt (Big Fig),3,https://cdn.rebrickable.com/media/sets/fig-003929.jpg,4
fig-003930,Oola,4,https://cdn.rebrickable.com/media/sets/fig-003930.jpg,4
fig-003931,"Han Solo, White Shirt, Reddish Brown Legs, Dual Sided Head Closed Mouth / Closed Eyes",4,https://cdn.rebrickable.com/media/sets/fig-003931.jpg,4
fig-003932,"Gamorrean Guard, Printed Head, Olive Green Hands",3,https://cdn.rebrickable.com/media/sets/fig-003932.jpg,4
fig-003933,"Bib Fortuna, Clenched Teeth, Cape",5,https://cdn.rebrickable.com/media/sets/fig-003933.jpg,4
fig-003934,Boushh / Princess Leia in Disguise,5,https://cdn.rebrickable.com/media/sets/fig-003934.jpg,4
fig-003935,"Astromech Droid, R2-D2, Flat Silver Dome, Blue Print",4,https://cdn.rebrickable.com/media/sets/fig-003935.jpg,4
fig-003936,"Princess Leia, Endor Outfit, Skirt",5,https://cdn.rebrickable.com/media/sets/fig-003936.jpg,4
fig-003937,"Luke Skywalker, Final Duel Outfit, Fold in Jacket",4,https://cdn.rebrickable.com/media/sets/fig-003937.jpg,4
fig-003938,Ewok Warrior,3,https://cdn.rebrickable.com/media/sets/fig-003938.jpg,4
fig-003941,"Wicket, Ewok, Dark Orange Hood, Tan Face",3,https://cdn.rebrickable.com/media/sets/fig-003941.jpg,4
fig-003942,"Teebo, Ewok",3,https://cdn.rebrickable.com/media/sets/fig-003942.jpg,4
fig-003943,"Han Solo, Black Vest, Reddish Brown Legs, White Pupils",4,https://cdn.rebrickable.com/media/sets/fig-003943.jpg,3
fig-003944,"Rebel Trooper in Endor Uniform, Sand Green Legs, Dark Orange Beard",4,https://cdn.rebrickable.com/media/sets/fig-003944.jpg,4
fig-003945,"Dengar, White Head, Reddish Brown Legs",5,https://cdn.rebrickable.com/media/sets/fig-003945.jpg,8
fig-003946,"IG-88, Printed Head",7,https://cdn.rebrickable.com/media/sets/fig-003946.jpg,4
fig-003947,Admiral Firmus Piett,4,https://cdn.rebrickable.com/media/sets/fig-003947.jpg,4
fig-003948,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Uniform, Cavalry Cap, Light Nougat Hands",4,https://cdn.rebrickable.com/media/sets/fig-003948.jpg,9
fig-003949,"Luke Skywalker, Black Robes, White Pupils",4,https://cdn.rebrickable.com/media/sets/fig-003949.jpg,3
fig-003951,"Imperial Crew / Pilot, Black Uniform, Cavalry Cap, Black Hands",4,https://cdn.rebrickable.com/media/sets/fig-003951.jpg,3
fig-003952,"Luke Skywalker, White Robe, Straight Tan Hair, Black Eyes",4,https://cdn.rebrickable.com/media/sets/fig-003952.jpg,3
fig-003953,"Obi-Wan Kenobi, Old, Tan Robes, Hair, Black Eyes",4,https://cdn.rebrickable.com/media/sets/fig-003953.jpg,4
fig-003954,"Protocol Droid, Black",3,https://cdn.rebrickable.com/media/sets/fig-003954.jpg,3
fig-003955,"Royal Guard, Black Hands",5,https://cdn.rebrickable.com/media/sets/fig-003955.jpg,3
fig-003956,"Han Solo, Stormtrooper Disguise, Black Eyes",4,https://cdn.rebrickable.com/media/sets/fig-003956.jpg,4
fig-003957,"Obi-Wan Kenobi, Old, Tan Robes, Reddish Brown Hood and Cape, Black Eyes",5,https://cdn.rebrickable.com/media/sets/fig-003957.jpg,4
fig-003958,"Luke Skywalker, Black Robes, Black Eyes, Black Right Hand",4,https://cdn.rebrickable.com/media/sets/fig-003958.jpg,3
fig-003959,"AT-AT Driver, White Uniform, Plain Black Head (30408 Helmet)",4,https://cdn.rebrickable.com/media/sets/fig-003959.jpg,3
fig-003960,"Luke Skywalker, Stormtrooper Disguise, Plain Legs",4,https://cdn.rebrickable.com/media/sets/fig-003960.jpg,4
fig-003961,"General Maximillian Veers, Dark Bluish Gray Helmet",4,https://cdn.rebrickable.com/media/sets/fig-003961.jpg,4
fig-003963,"Chewbacca, White",3,https://cdn.rebrickable.com/media/sets/fig-003963.jpg,4
fig-003964,"Rebel Pilot A-wing, Dark Green Uniform, Sand Blue Helmet Stripe",4,https://cdn.rebrickable.com/media/sets/fig-003964.jpg,6
fig-003965,"Yoda, Sand Green Head with White Hair (Clone Wars)",3,https://cdn.rebrickable.com/media/sets/fig-003965.jpg,4
fig-003966,Commando Droid Captain,5,https://cdn.rebrickable.com/media/sets/fig-003966.jpg,9
fig-003967,"Clone Trooper, 501st Legion, Blue Arms",4,https://cdn.rebrickable.com/media/sets/fig-003967.jpg,4
fig-003968,"Droideka / Sniper Droid, Reddish Brown Shell, Pearl Dark Gray Legs, Back Armor",42,https://cdn.rebrickable.com/media/sets/fig-003968.jpg,4
fig-003971,"Republic Trooper, Black Eyebrows",4,https://cdn.rebrickable.com/media/sets/fig-003971.jpg,3
fig-003972,"Republic Trooper, Brown Eyebrows and Cheek Lines",4,https://cdn.rebrickable.com/media/sets/fig-003972.jpg,4
fig-003973,"Sith Trooper, Black, Printed Legs",4,https://cdn.rebrickable.com/media/sets/fig-003973.jpg,3
fig-003974,"Sith Trooper, Dark Red Outfit",4,https://cdn.rebrickable.com/media/sets/fig-003974.jpg,4
fig-003975,Clone Trooper Sergeant,4,https://cdn.rebrickable.com/media/sets/fig-003975.jpg,4
fig-003976,"Droideka / Destroyer Droid, Reddish Brown Shell, Pearl Dark Gray Legs, No Back Armor",28,https://cdn.rebrickable.com/media/sets/fig-003976.jpg,4
fig-003977,Stass Allie,4,https://cdn.rebrickable.com/media/sets/fig-003977.jpg,4
fig-003978,"Battle Droid, Dark Orange, One Straight Arm, One Bent Arm, 1 x 2 Plate on Back",6,https://cdn.rebrickable.com/media/sets/fig-003978.jpg,4
fig-003979,"Jango Fett, Dark Bluish Gray Torso",6,https://cdn.rebrickable.com/media/sets/fig-003979.jpg,4
fig-003980,"Luke Skywalker, Orange Rebel Pilot Outfit, Light Bluish Gray Hips, White Hands,  Visor on One Side of Head",4,https://cdn.rebrickable.com/media/sets/fig-003980.jpg,4
fig-003981,"Rebel Trooper in Hoth Uniform, Tan Hat, Beard Stubble",6,https://cdn.rebrickable.com/media/sets/fig-003981.jpg,4
fig-003982,"Ahsoka Tano, Padawan, Dark Brown Legs",4,https://cdn.rebrickable.com/media/sets/fig-003982.jpg,4
fig-003983,"Clone Trooper, 212th Attack Battalion, Bright Light Orange Markings",4,https://cdn.rebrickable.com/media/sets/fig-003983.jpg,2
fig-003984,Umbaran Soldier,5,https://cdn.rebrickable.com/media/sets/fig-003984.jpg,4
fig-003985,"Obi-Wan Kenobi, Medium Nougat Legs (Clone Wars)",4,https://cdn.rebrickable.com/media/sets/fig-003985.jpg,4
fig-003987,"Captain Rex, Cloth Pauldron and Kama",6,https://cdn.rebrickable.com/media/sets/fig-003987.jpg,9
fig-003988,Malakili,4,https://cdn.rebrickable.com/media/sets/fig-003988.jpg,4
fig-003989,"Luke Skywalker, Dark Bluish Gray Robes, Tan Hair, Dual Sided Head",4,https://cdn.rebrickable.com/media/sets/fig-003989.jpg,4
fig-003990,"Clone Pilot, 501st Legion, Blue Markings",4,https://cdn.rebrickable.com/media/sets/fig-003990.jpg,4
fig-003991,Pong Krell,3,https://cdn.rebrickable.com/media/sets/fig-003991.jpg,4
fig-003992,Jedi Consular,4,https://cdn.rebrickable.com/media/sets/fig-003992.jpg,4
fig-003993,"Jedi Knight, Horns",4,https://cdn.rebrickable.com/media/sets/fig-003993.jpg,4
fig-003994,Sith Warrior,4,https://cdn.rebrickable.com/media/sets/fig-003994.jpg,4
fig-003996,"Cad Bane, Reddish Brown Legs",4,https://cdn.rebrickable.com/media/sets/fig-003996.jpg,8
fig-003997,Nikto Guard,3,https://cdn.rebrickable.com/media/sets/fig-003997.jpg,4
fig-003998,"Obi-Wan Kenobi, Rako Hardeen Bounty Hunter Disguise",3,https://cdn.rebrickable.com/media/sets/fig-003998.jpg,4
fig-003999,"Darth Maul, Horns, Mechanical Legs",6,https://cdn.rebrickable.com/media/sets/fig-003999.jpg,4
fig-004000,Mandalorian Super Commando with High Brow Lines,5,https://cdn.rebrickable.com/media/sets/fig-004000.jpg,4
fig-004001,Mandalorian Super Commando with Low Brow Line,5,https://cdn.rebrickable.com/media/sets/fig-004001.jpg,4
fig-004002,"Padme Amidala / Naberrie, White Geonosis Arena Outfit",4,https://cdn.rebrickable.com/media/sets/fig-004002.jpg,4
fig-004003,"Anakin Skywalker, Padawan, Medium Nougat Hair",4,https://cdn.rebrickable.com/media/sets/fig-004003.jpg,4
fig-004004,"Clone Pilot, Phase I Armor, Black Eyes, Plain Legs",4,https://cdn.rebrickable.com/media/sets/fig-004004.jpg,3
fig-004005,Clone Trooper Captain,4,https://cdn.rebrickable.com/media/sets/fig-004005.jpg,9
fig-004006,"Obi-Wan Kenobi, Tan Legs, Mid-Length Parted Hair",4,https://cdn.rebrickable.com/media/sets/fig-004006.jpg,4
fig-004007,"Astromech Droid, R2-D2, Light Bluish Gray Dome, Dark Tan Serving Tray",5,https://cdn.rebrickable.com/media/sets/fig-004007.jpg,4
fig-004008,Max Rebo,3,https://cdn.rebrickable.com/media/sets/fig-004008.jpg,4
fig-004009,Ree-Yees,3,https://cdn.rebrickable.com/media/sets/fig-004009.jpg,4
fig-004010,"Princess Leia, Slave Outfit, White Pupils, Neck Bracket",5,https://cdn.rebrickable.com/media/sets/fig-004010.jpg,4
fig-004011,Weequay Skiff Guard,3,https://cdn.rebrickable.com/media/sets/fig-004011.jpg,4
fig-004012,Coleman Trebor,3,https://cdn.rebrickable.com/media/sets/fig-004012.jpg,4
fig-004013,"Mace Windu, White Legs",3,https://cdn.rebrickable.com/media/sets/fig-004013.jpg,4
fig-004014,"Clone Commander, Yellow Markings",4,https://cdn.rebrickable.com/media/sets/fig-004014.jpg,4
fig-004015,"Battle Droid, Dark Orange, One Straight Arm, One Bent Arm",5,https://cdn.rebrickable.com/media/sets/fig-004015.jpg,4
fig-004016,"Battle Droid Commander, Dark Orange, One Bent Arm, One Straight Arm",5,https://cdn.rebrickable.com/media/sets/fig-004016.jpg,4
fig-004017,"Astromech Droid, R4-G0",4,https://cdn.rebrickable.com/media/sets/fig-004017.jpg,4
fig-004018,"Clone Trooper, Special Forces, Phase II Blue Armor",5,https://cdn.rebrickable.com/media/sets/fig-004018.jpg,4
fig-004019,Bounty Hunter,4,https://cdn.rebrickable.com/media/sets/fig-004019.jpg,4
fig-004020,"Jek-14, Helmet with Dark Red Markings",4,https://cdn.rebrickable.com/media/sets/fig-004020.jpg,4
fig-004021,"Yoda, Olive Green Head, Neck Bracket",4,https://cdn.rebrickable.com/media/sets/fig-004021.jpg,4
fig-004022,Poggle the Lesser,4,https://cdn.rebrickable.com/media/sets/fig-004022.jpg,4
fig-004023,"Count Dooku, White Hair",5,https://cdn.rebrickable.com/media/sets/fig-004023.jpg,8
fig-004024,"Clone Trooper, 41st Elite Corps Scout Battalion Armor (Kashyyyk)",4,https://cdn.rebrickable.com/media/sets/fig-004024.jpg,4
fig-004025,Neimoidian Warrior,4,https://cdn.rebrickable.com/media/sets/fig-004025.jpg,4
fig-004027,"General Grievous, Printed, White",8,https://cdn.rebrickable.com/media/sets/fig-004027.jpg,4
fig-004028,"Obi-Wan Kenobi, Dark Tan Printed Legs",4,https://cdn.rebrickable.com/media/sets/fig-004028.jpg,4
fig-004029,"Astromech Droid, R4-P22 / Q7-Series",4,https://cdn.rebrickable.com/media/sets/fig-004029.jpg,4
fig-004030,Clone Pilot V-wing with White Printed Head,4,https://cdn.rebrickable.com/media/sets/fig-004030.jpg,4
fig-004031,"Anakin Skywalker, Black Robe, Dark Brown Legs, Printed Headset",4,https://cdn.rebrickable.com/media/sets/fig-004031.jpg,3
fig-004032,"Clone BARC Trooper, Dark Red Markings - Clone Commander Neyo",4,https://cdn.rebrickable.com/media/sets/fig-004032.jpg,4
fig-004033,"Clone Trooper, 212th Attack Battalion, Orange Markings",4,https://cdn.rebrickable.com/media/sets/fig-004033.jpg,4
fig-004034,"Clone Trooper, 212th Attack Battalion, Airborne, Orange Markings",5,https://cdn.rebrickable.com/media/sets/fig-004034.jpg,4
fig-004035,"Clone Trooper, 41st Elite Corps Ranger Platoon Armor (Kashyyyk)",4,https://cdn.rebrickable.com/media/sets/fig-004035.jpg,4
fig-004036,"Plo Koon, Dark Tan Undershirt",3,https://cdn.rebrickable.com/media/sets/fig-004036.jpg,4
fig-004038,"Clone Trooper, Wolfpack",4,https://cdn.rebrickable.com/media/sets/fig-004038.jpg,4
fig-004039,"Droideka / Destroyer Droid, Reddish Brown Shell, Flat Silver Legs",28,https://cdn.rebrickable.com/media/sets/fig-004039.jpg,4
fig-004040,"Chancellor Palpatine, Dark Bluish Gray Outfit (Episode 3)",4,https://cdn.rebrickable.com/media/sets/fig-004040.jpg,4
fig-004041,"Battle Droid Security, Dark Red Torso with Tan Print, One Bent Arm, One Straight Arm",5,https://cdn.rebrickable.com/media/sets/fig-004041.jpg,4
fig-004042,Chief Tarfful,3,https://cdn.rebrickable.com/media/sets/fig-004042.jpg,4
fig-004043,"Clone Commander Gree, Kashyyyk Armor, Dark Gray Leg Strap",4,https://cdn.rebrickable.com/media/sets/fig-004043.jpg,4
fig-004044,PK-4 Droid,10,https://cdn.rebrickable.com/media/sets/fig-004044.jpg,4
fig-004046,"C-3PO, Pearl Gold, Colorful Wires, Printed Legs, Restraining Bolt",3,https://cdn.rebrickable.com/media/sets/fig-004046.jpg,4
fig-004047,"Jawa, Black Strap over Right Shoulder",4,https://cdn.rebrickable.com/media/sets/fig-004047.jpg,4
fig-004048,"Jawa, Gold Shoulder Strap",4,https://cdn.rebrickable.com/media/sets/fig-004048.jpg,4
fig-004049,Owen Lars with Printed Legs,4,https://cdn.rebrickable.com/media/sets/fig-004049.jpg,4
fig-004050,"Astromech Droid, R2-A5",4,https://cdn.rebrickable.com/media/sets/fig-004050.jpg,4
fig-004051,"Naboo Security Guard, Medium Nougat Skin",4,https://cdn.rebrickable.com/media/sets/fig-004051.jpg,4
fig-004052,"Qui-Gon Jinn, Printed Reddish Brown Legs, Cape",5,https://cdn.rebrickable.com/media/sets/fig-004052.jpg,4
fig-004053,"Obi-Wan Kenobi, Padawan, Printed Legs, Cape",5,https://cdn.rebrickable.com/media/sets/fig-004053.jpg,4
fig-004054,Imperial Trooper with Black Helmet and Headset,4,https://cdn.rebrickable.com/media/sets/fig-004054.jpg,3
fig-004056,"Imperial Crew, Light Bluish Gray Uniform, Dark Bluish Gray Cap, Plain Arms",4,https://cdn.rebrickable.com/media/sets/fig-004056.jpg,4
fig-004057,"Darth Vader, Tan Skin",5,https://cdn.rebrickable.com/media/sets/fig-004057.jpg,4
fig-004058,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Uniform",4,https://cdn.rebrickable.com/media/sets/fig-004058.jpg,9
fig-004059,"General Maximillian Veers, Sand Blue Helmet",4,https://cdn.rebrickable.com/media/sets/fig-004059.jpg,4
fig-004060,"Snowtrooper Commander, White Hips, Kama",5,https://cdn.rebrickable.com/media/sets/fig-004060.jpg,4
fig-004061,Zeb Orrelios,3,https://cdn.rebrickable.com/media/sets/fig-004061.jpg,4
fig-004062,"Kanan Jarrus, Black Hair",4,https://cdn.rebrickable.com/media/sets/fig-004062.jpg,3
fig-004063,"Stormtrooper, Dark Azure Helmet Vents, Angry (Rebels)",4,https://cdn.rebrickable.com/media/sets/fig-004063.jpg,4
fig-004064,Guido,15,https://cdn.rebrickable.com/media/sets/fig-004064.jpg,4
fig-004065,Bith Musician,3,https://cdn.rebrickable.com/media/sets/fig-004065.jpg,4
fig-004066,"Greedo, Sand Green Skin, No Knee Strap",3,https://cdn.rebrickable.com/media/sets/fig-004066.jpg,4
fig-004067,"Sandtrooper, Black Pauldron, Neck Bracket with Single Stud",6,https://cdn.rebrickable.com/media/sets/fig-004067.jpg,4
fig-004068,"RA-7 Protocol Droid, Dark Bluish Gray",3,https://cdn.rebrickable.com/media/sets/fig-004068.jpg,4
fig-004069,Ithorian Jedi Master,3,https://cdn.rebrickable.com/media/sets/fig-004069.jpg,4
fig-004070,"Astromech Droid, Dark Blue",4,https://cdn.rebrickable.com/media/sets/fig-004070.jpg,6
fig-004071,"Jek-14, White Helmet",4,https://cdn.rebrickable.com/media/sets/fig-004071.jpg,4
fig-004072,"Ten Numb, Red Outfit",4,https://cdn.rebrickable.com/media/sets/fig-004072.jpg,0
fig-004074,"Rebel Pilot B-wing, Gray Squadron",4,https://cdn.rebrickable.com/media/sets/fig-004074.jpg,4
fig-004075,General Airen Cracken,4,https://cdn.rebrickable.com/media/sets/fig-004075.jpg,4
fig-004076,"Dak Ralter, Printed Visor, White Hands",4,https://cdn.rebrickable.com/media/sets/fig-004076.jpg,4
fig-004077,"Luke Skywalker, Orange Rebel Pilot Outfit, Light Bluish Gray Hips, White Hands, Visor on Both Sides of Head",4,https://cdn.rebrickable.com/media/sets/fig-004077.jpg,4
fig-004078,"Astromech Droid, C1-10P (Chopper), Light Bluish Gray",5,https://cdn.rebrickable.com/media/sets/fig-004078.jpg,4
fig-004079,Ezra Bridger with Helmet,4,https://cdn.rebrickable.com/media/sets/fig-004079.jpg,4
fig-004081,"Clone Shock Trooper, Red Markings, Brown Eyes",4,https://cdn.rebrickable.com/media/sets/fig-004081.jpg,4
fig-004082,"Anakin Skywalker, Black Robe, Dark Brown Legs (Clone Wars)",4,https://cdn.rebrickable.com/media/sets/fig-004082.jpg,3
fig-004083,"Bespin Guard, Jacket with Gold Trim",4,https://cdn.rebrickable.com/media/sets/fig-004083.jpg,4
fig-004084,"Han Solo, White Shirt, Reddish Brown Legs, Dual Sided Head Open Mouth / Closed Eyes",4,https://cdn.rebrickable.com/media/sets/fig-004084.jpg,4
fig-004085,"Boba Fett, Helmet, Jetpack Neckwear, Dark Tan Pauldron, Printed Arms, Smile",7,https://cdn.rebrickable.com/media/sets/fig-004085.jpg,4
fig-004086,"Clone Trooper Lieutenant, Dark Azure Markings, Printed Legs",4,https://cdn.rebrickable.com/media/sets/fig-004086.jpg,4
fig-004087,Wookie - Wullffwarro,3,https://cdn.rebrickable.com/media/sets/fig-004087.jpg,4
fig-004088,Wookiee with Printed Arms,3,https://cdn.rebrickable.com/media/sets/fig-004088.jpg,4
fig-004089,"Agent Alexsandr Kallus, Helmet",4,https://cdn.rebrickable.com/media/sets/fig-004089.jpg,4
fig-004090,"Imperial Officer / Captain / Commandant / Commander, Dark Tan Uniform",4,https://cdn.rebrickable.com/media/sets/fig-004090.jpg,9
fig-004091,The Grand Inquisitor,5,https://cdn.rebrickable.com/media/sets/fig-004091.jpg,4
fig-004093,"Tusken Raider, Head Spikes, Crossed Shoulder Belts",3,https://cdn.rebrickable.com/media/sets/fig-004093.jpg,4
fig-004094,"T-16 Skyhopper Pilot, Dark Red Outfit",4,https://cdn.rebrickable.com/media/sets/fig-004094.jpg,4
fig-004095,Shadow Guard,5,https://cdn.rebrickable.com/media/sets/fig-004095.jpg,4
fig-004096,"Shadow Stormtrooper, Pearl Dark Gray",4,https://cdn.rebrickable.com/media/sets/fig-004096.jpg,4
fig-004097,"Stormtrooper, Dark Azure Helmet Vents, Closed Mouth (Rebels)",4,https://cdn.rebrickable.com/media/sets/fig-004097.jpg,4
fig-004098,"Anakin Skywalker, Child, Dark Tan Hair, White Pupils",4,https://cdn.rebrickable.com/media/sets/fig-004098.jpg,4
fig-004100,"Naboo Fighter Pilot, Medium Nougat Jacket",5,https://cdn.rebrickable.com/media/sets/fig-004100.jpg,4
fig-004101,"Droideka / Destroyer Droid, Reddish Brown Shell, Triangular Panels",30,https://cdn.rebrickable.com/media/sets/fig-004101.jpg,4
fig-004102,Captain Tarpals,3,https://cdn.rebrickable.com/media/sets/fig-004102.jpg,9
fig-004103,"Naboo Security Officer, Light Nougat Skin",4,https://cdn.rebrickable.com/media/sets/fig-004103.jpg,4
fig-004104,Ezra Bridger,4,https://cdn.rebrickable.com/media/sets/fig-004104.jpg,4
fig-004105,Sabine Wren with Dark Blue and Orange Hair,4,https://cdn.rebrickable.com/media/sets/fig-004105.jpg,8
fig-004106,"Clone Trooper, Geonosis",4,https://cdn.rebrickable.com/media/sets/fig-004106.jpg,4
fig-004107,"Clone Trooper, Geonosis, Airborne",4,https://cdn.rebrickable.com/media/sets/fig-004107.jpg,4
fig-004109,"Senate Commando Captain, Printed Legs",4,https://cdn.rebrickable.com/media/sets/fig-004109.jpg,9
fig-004110,"Senate Commando, Printed Legs",4,https://cdn.rebrickable.com/media/sets/fig-004110.jpg,4
fig-004112,"Asajj Ventress, White Outfit",3,https://cdn.rebrickable.com/media/sets/fig-004112.jpg,4
fig-004113,"Gungan Warrior, Dark Tan Legs, Dark Brown Hands",3,https://cdn.rebrickable.com/media/sets/fig-004113.jpg,8
fig-004114,"First Order Officer / Lieutenant / Captain, Medium Nougat Skin",4,https://cdn.rebrickable.com/media/sets/fig-004114.jpg,9
fig-004115,"First Order Crew Member / Fleet Engineer / Gunner, Light Nougat Skin",4,https://cdn.rebrickable.com/media/sets/fig-004115.jpg,4
fig-004117,"TIE Pilot, First Order, Two White Lines on Helmet",4,https://cdn.rebrickable.com/media/sets/fig-004117.jpg,4
fig-004119,"Snowtrooper Officer, First Order, Pauldron, Kama, Neck Bracket",7,https://cdn.rebrickable.com/media/sets/fig-004119.jpg,4
fig-004120,"Snowtrooper, First Order, Kama, Neck Bracket",6,https://cdn.rebrickable.com/media/sets/fig-004120.jpg,4
fig-004121,"Wedge Antilles, Printed Legs, White Hands",4,https://cdn.rebrickable.com/media/sets/fig-004121.jpg,4
fig-004122,Wes Janson,4,https://cdn.rebrickable.com/media/sets/fig-004122.jpg,4
fig-004123,Toryn Farr,4,https://cdn.rebrickable.com/media/sets/fig-004123.jpg,4
fig-004124,K-3PO with Printed Legs,3,https://cdn.rebrickable.com/media/sets/fig-004124.jpg,4
fig-004125,"Astromech Droid, R3-A2",4,https://cdn.rebrickable.com/media/sets/fig-004125.jpg,4
fig-004126,"Luke Skywalker, Hoth Outfit, White Hat",5,https://cdn.rebrickable.com/media/sets/fig-004126.jpg,4
fig-004127,"Rebel Officer in Hoth Outfit, White Hat",5,https://cdn.rebrickable.com/media/sets/fig-004127.jpg,4
fig-004128,"Han Solo, Hoth Outfit, Dark Brown Jacket with White Neckerchief",4,https://cdn.rebrickable.com/media/sets/fig-004128.jpg,4
fig-004129,"Rebel Trooper in Hoth Uniform, White Hat, Dark Tan Jacket, Beard",5,https://cdn.rebrickable.com/media/sets/fig-004129.jpg,4
fig-004130,"Rebel Trooper in Hoth Uniform, White Hat, Dark Tan Jacket",5,https://cdn.rebrickable.com/media/sets/fig-004130.jpg,4
fig-004131,"Rebel Trooper in Hoth Uniform, White Hat, White Jacket, Cheek Lines",6,https://cdn.rebrickable.com/media/sets/fig-004131.jpg,4
fig-004132,"Rebel Trooper in Hoth Uniform, White Hat, White Jacket, Tan Beard, Backpack",6,https://cdn.rebrickable.com/media/sets/fig-004132.jpg,4
fig-004133,"Rebel Trooper in Hoth Uniform, White Hat, White Jacket",6,https://cdn.rebrickable.com/media/sets/fig-004133.jpg,4
fig-004134,"Watto, Printed Head, Tan Hands",3,https://cdn.rebrickable.com/media/sets/fig-004134.jpg,4
fig-004135,"Qui-Gon Jinn, Printed Reddish Brown Legs, Poncho",5,https://cdn.rebrickable.com/media/sets/fig-004135.jpg,4
fig-004137,"Darth Maul, Horns, Printed Legs, Cape",5,https://cdn.rebrickable.com/media/sets/fig-004137.jpg,4
fig-004138,"TIE Pilot, Printed Legs, Printed Arms",4,https://cdn.rebrickable.com/media/sets/fig-004138.jpg,4
fig-004139,"Rebel Trooper in Endor Uniform, Olive Green Legs, Tan Beard",4,https://cdn.rebrickable.com/media/sets/fig-004139.jpg,4
